"DATA","Temperatura massima (°C)","Temperatura media (°C)","Temperatura minima (°C)","Temperatura classe","Velocità media (m/s)","Velocità raffica (m/s)","Settore prevalente","Durata calma (min)","Tempo permanenza (min)","Vento classe","Radiazione globale (MJ/m²)","Radiazione classe"
"2005-03-04","-12.6","-18.3","-20.9","MZ00","1.9","7.3","W","110","240","MZZYYZ","15.1","MZ"
"2005-03-05","-18.2","-21.1","-23.2","MZ00","4.7","14.6","NW","40","500","MZZYYZ","12.8","MZ"
"2005-03-06","-19.7","-22.3","-23.6","MZ00","4.8","10.8","NNW","0","570","MZZYYZ","14.8","MZ"
"2005-03-07","-20.9","-22.4","-24.3","MZ00","10.6","24.5","NNW","0","940","MZZYYZ","","M0"
"2005-03-08","-11.8","-15.9","-21.2","MZ00","11.5","24.7","NNW","0","880","MZZYYZ","19.4","MZ"
"2005-03-09","-10.2","-12.4","-14.1","MZ00","7.4","16.9","NNW","0","1110","MZZYYZ","19.4","MZ"
"2005-03-10","-7.6","-11.4","-14.6","MZ00","6.2","12.9","NNW","0","710","MYZYYY","18.6","MY"
"2005-03-11","-9.2","-11.9","-14.5","MZ00","6.9","19.6","NW","0","590","MZZYYZ","20.0","MZ"
"2005-03-12","-11.0","-12.9","-16.6","MZ00","21.6","46.1","NW","0","1290","MZZYYZ","19.3","MZ"
"2005-03-13","-6.7","-9.5","-16.8","MZ00","10.1","33.6","NW","0","880","MZZYYZ","20.1","MZ"
"2005-03-14","-6.8","-8.8","-10.2","MZ00","5.5","18.1","WNW","0","1060","MZZYYZ","20.2","MZ"
"2005-03-15","0.5","-6.0","-10.3","MZ00","3.5","15.0","","60","","MZZ00Z","20.2","MZ"
"2005-03-16","5.8","-0.6","-3.8","MZ00","2.4","9.3","SW","60","370","MZZYYZ","20.9","MZ"
"2005-03-17","-1.0","-2.5","-4.1","MZ00","6.0","14.3","NW","0","510","MZZYYZ","21.4","MZ"
"2005-03-18","6.8","0.0","-3.5","MZ00","2.3","7.3","N","30","550","MZZYYZ","20.9","MZ"
"2005-03-19","5.2","-1.1","-3.1","MZ00","4.1","10.0","NNW","10","740","MZZYYZ","21.0","MZ"
"2005-03-20","2.7","-2.1","-4.3","MZ00","3.3","10.2","NNW","20","560","MZZYYZ","21.1","MZ"
"2005-03-21","5.1","-1.4","-4.4","MZ00","3.5","9.7","SE","10","470","MZZYYZ","21.0","MZ"
"2005-03-22","-0.1","-3.2","-5.3","MZ00","5.1","13.5","WNW","0","450","MZZYYZ","12.0","MZ"
"2005-03-23","-1.5","-4.1","-6.8","MZ00","3.9","12.3","","200","","MYZ00Y","12.5","MZ"
"2005-03-24","0.8","-4.1","-6.6","MZ00","","","","","","M00000","11.9","MZ"
"2005-03-25","2.9","-4.7","-9.8","MZ00","1.5","7.5","","270","","MZZ00Z","15.2","MZ"
"2005-03-26","-1.6","-5.9","-8.2","MZ00","","","","","","M00000","12.7","MZ"
"2005-03-27","-3.2","-6.9","-9.0","MZ00","","","","","","M00000","12.0","MZ"
"2005-03-28","-3.4","-7.0","-9.7","MZ00","","","","","","M00000","10.0","MZ"
"2005-03-29","-1.3","-6.4","-8.2","MZ00","","","","","","M00000","10.0","MZ"
"2005-03-30","-4.6","-8.1","-10.3","MZ00","","","","","","M00000","6.1","MZ"
"2005-03-31","-4.6","-7.4","-9.1","MZ00","","","","","","M00000","9.3","MZ"
"2005-04-01","-4.3","-8.3","-10.1","MZ00","","","","","","M00000","16.7","MZ"
"2005-04-02","-9.0","-11.4","-15.2","MY**","","","","","","M00000","12.8","MY"
"2005-04-03","-8.2","-12.0","-15.9","MZ00","","","","","","M00000","25.9","MZ"
"2005-04-04","-7.6","-10.5","-13.6","MZ00","6.4","14.5","SE","70","880","MYZYYY","26.1","MY"
"2005-04-05","-1.1","-7.7","-13.0","MZ00","3.1","9.8","NW","30","280","MZZYYZ","24.5","MZ"
"2005-04-06","-0.8","-5.9","-8.9","MZ00","2.3","9.6","W","40","400","MZZYYZ","25.0","MZ"
"2005-04-07","-3.0","-5.8","-7.3","MZ00","2.5","12.4","SW","50","230","MZZYYZ","16.1","MZ"
"2005-04-08","-5.9","-8.4","-14.0","MZ00","3.5","16.0","SW","110","380","MZZYYZ","14.3","MZ"
"2005-04-09","-13.4","-15.0","-15.9","MZ00","1.8","8.7","","230","","MZZ00Z","12.8","MZ"
"2005-04-10","-7.6","-11.7","-14.9","MZ00","2.3","12.8","","200","","MZZ00Z","15.6","MZ"
"2005-04-11","-1.7","-7.0","-9.2","MZ00","3.0","18.9","","730","","MYZ00Y","17.0","MZ"
"2005-04-12","-0.1","-5.9","-8.0","MZ00","0.3","2.1","","900","","MYZ00Y","18.4","MZ"
"2005-04-13","4.3","-5.1","-9.3","MZ00","1.0","4.4","","530","","MYZ00Y","24.6","MZ"
"2005-04-14","-2.1","-6.8","-8.9","MZ00","4.1","9.0","SE","30","390","MZZYYZ","16.7","MZ"
"2005-04-15","-7.1","-8.1","-9.1","MZ00","","","","","","M00000","11.9","MZ"
"2005-04-16","-3.0","-9.3","-12.7","MZ00","","","","","","M00000","11.7","MZ"
"2005-04-17","-3.4","-9.9","-12.9","MZ00","","","","","","M00000","18.2","MZ"
"2005-04-18","1.5","-6.4","-10.2","MZ00","","","","","","M00000","22.9","MZ"
"2005-04-19","-7.1","-10.0","-12.9","MZ00","1.4","14.3","E","130","270","MZZYYZ","15.1","MZ"
"2005-04-20","-8.1","-11.8","-13.7","MZ00","0.7","11.9","","160","","MZZ00Z","18.3","MZ"
"2005-04-21","-0.9","-9.3","-12.9","MZ00","2.5","12.7","N","20","310","MZZYYZ","23.0","MZ"
"2005-04-22","-2.5","-6.7","-12.8","MZ00","3.0","10.1","NW","30","520","MZZYYZ","29.6","MZ"
"2005-04-23","-1.2","-5.3","-8.7","MZ00","4.7","19.4","WNW","40","540","MZZYYZ","20.9","MZ"
"2005-04-24","-5.3","-6.9","-8.4","MZ00","7.1","15.4","SE","30","740","MZZYYZ","15.6","MZ"
"2005-04-25","-4.9","-8.6","-10.4","MZ00","","","","","","M00000","19.3","MZ"
"2005-04-26","-0.5","-6.1","-10.9","MZ00","3.8","18.3","NW","120","510","MZZYYZ","30.0","MZ"
"2005-04-27","-2.4","-4.9","-7.2","MZ00","5.8","22.0","WNW","10","790","MZZYYZ","20.5","MZ"
"2005-04-28","3.4","-2.5","-5.3","MY**","1.8","25.6","","110","","MZZ00Z","","M0"
"2005-04-29","2.7","-1.3","-3.9","MZ00","1.3","10.7","NNW","130","510","MZZYYZ","29.0","MZ"
"2005-04-30","9.9","1.6","-1.7","MZ*0","2.8","8.2","NW","0","380","MZZZZZ","30.2","MZ"
"2005-05-01","5.2","1.7","-1.3","MZ00","2.7","8.2","W","70","300","MZZYYZ","30.0","MZ"
"2005-05-02","7.1","2.5","-0.4","MZ00","3.4","10.4","SW","50","230","MZZYYZ","26.0","MZ"
"2005-05-03","2.1","-1.4","-6.4","MZ00","5.4","26.7","WNW","40","370","MYZYYY","18.1","MY"
"2005-05-04","-2.6","-6.3","-9.1","MZ00","4.4","21.9","NW","10","570","MZZYYZ","26.9","MZ"
"2005-05-05","-1.2","-7.5","-10.3","MZ*0","1.6","12.3","","190","","MZZ00Z","21.5","MZ"
"2005-05-06","-4.5","-7.8","-10.1","MZ00","1.7","16.1","NNW","120","500","MZZYYZ","20.7","MZ"
"2005-05-07","-3.5","-6.8","-9.8","MZ00","4.8","34.8","NW","40","620","MZZYYZ","28.0","MZ"
"2005-05-08","-5.2","-7.9","-11.3","MZ00","5.5","36.3","NW","10","550","MZZYYZ","32.2","MZ"
"2005-05-09","-5.2","-7.4","-9.6","MZ00","5.6","25.1","","310","","MZZ00Z","32.5","MZ"
"2005-05-10","-3.2","-6.6","-8.6","MZ00","4.0","20.9","WNW","90","510","MZZYYZ","23.8","MZ"
"2005-05-11","-0.6","-5.5","-9.6","MZ00","2.3","10.4","NW","70","260","MZZYYZ","31.2","MZ"
"2005-05-12","-2.6","-5.9","-7.3","MZ00","","","","","","M00000","19.0","MZ"
"2005-05-13","1.7","-3.3","-7.7","MZ00","","","","","","M00000","21.7","MZ"
"2005-05-14","0.2","-4.7","-7.3","MZ00","","","","","","M00000","17.0","MZ"
"2005-05-15","4.0","-3.1","-8.5","MZ00","2.5","11.7","NNW","20","260","MZZYYZ","31.5","MZ"
"2005-05-16","-1.6","-4.9","-8.9","MZ00","3.6","15.1","SE","90","500","MZZYYZ","16.5","MZ"
"2005-05-17","1.2","-4.9","-8.4","MZ00","2.7","9.1","","350","","MZZ00Z","22.4","MZ"
"2005-05-18","-1.1","-5.5","-8.0","MZ00","1.4","13.4","","300","","MZZ00Z","22.2","MZ"
"2005-05-19","4.0","-2.8","-7.0","MZ00","3.3","11.5","NNW","50","440","MZZYYZ","33.0","MZ"
"2005-05-20","2.8","0.3","-3.0","MZ00","2.9","13.7","NW","40","320","MZZYYZ","30.1","MZ"
"2005-05-21","4.6","0.8","-2.7","MZ00","3.3","15.5","SW","0","520","MZZZZZ","24.3","MZ"
"2005-05-22","1.1","-1.7","-3.5","MZ00","6.8","16.8","SSW","0","590","MZZYYZ","22.1","MZ"
"2005-05-23","0.8","-3.7","-8.3","MY**","1.9","12.5","","470","","MZZ00Z","24.6","MZ"
"2005-05-24","6.6","-0.7","-5.9","MY**","2.7","14.7","NNW","20","560","MZZYYZ","33.0","MZ"
"2005-05-25","14.5","4.4","-1.0","MZ00","1.9","9.9","N","40","350","MZZYYZ","31.4","MZ"
"2005-05-26","12.5","4.5","1.3","MY**","2.6","7.0","SE","20","240","MZZYYZ","32.7","MZ"
"2005-05-27","10.5","4.6","1.5","MZ00","4.9","11.4","SE","0","1250","MZZZZZ","32.2","MZ"
"2005-05-28","8.1","4.3","-0.5","MZ00","5.4","10.1","SE","0","1130","MZZZZZ","32.5","MZ"
"2005-05-29","6.1","3.4","1.5","MZ00","7.3","14.1","SE","0","920","MZZZZZ","28.5","MZ"
"2005-05-30","5.6","1.6","-2.2","MY**","3.5","15.8","NW","0","240","MYYYYY","13.0","MY"
"2005-05-31","10.6","2.6","-1.9","MZ00","2.6","14.0","NNW","20","520","MZZYYZ","34.0","MZ"
"2005-06-01","4.1","0.9","-2.0","MZ00","3.0","11.7","W","30","300","MZZYYZ","31.5","MZ"
"2005-06-02","10.2","2.0","-2.5","MY**","2.0","9.6","NW","30","360","MZZYYZ","31.2","MZ"
"2005-06-03","10.8","2.9","-1.0","MY**","3.3","14.9","SSE","90","300","MYYYYY","27.0","MY"
"2005-06-04","0.8","-1.0","-3.2","MZ00","6.8","20.6","WNW","0","730","MZZYYZ","28.9","MZ"
"2005-06-05","4.0","-0.7","-4.6","MZ00","3.3","19.5","NW","20","750","MZZYYZ","32.4","MZ"
"2005-06-06","0.7","-2.2","-3.7","MZ00","2.8","17.9","NNW","0","670","MZZYYZ","17.5","MZ"
"2005-06-07","2.7","-1.9","-4.1","MZ00","1.8","16.0","NNW","30","730","MZZYYZ","30.4","MZ"
"2005-06-08","3.8","-1.6","-4.6","MZ00","2.9","13.8","NNW","10","720","MZZYYZ","32.4","MZ"
"2005-06-09","1.7","-3.7","-7.3","MZ00","2.7","12.3","N","0","1100","MZZYYZ","31.7","MZ"
"2005-06-10","2.3","-3.1","-7.5","MZ00","3.2","12.1","NNW","0","470","MZZYYZ","34.7","MZ"
"2005-06-11","2.6","-1.7","-4.4","MZ00","4.0","16.7","WNW","10","650","MZZYYZ","34.0","MZ"
"2005-06-12","3.6","-1.2","-4.6","MZ00","4.3","16.2","WNW","30","630","MZZYYZ","27.5","MZ"
"2005-06-13","4.9","0.0","-1.9","MZ00","4.2","15.8","SE","40","350","MZYYYZ","18.2","MZ"
"2005-06-14","6.1","-0.6","-1.8","MZ*0","","","","","","M00000","14.8","MZ"
"2005-06-15","10.0","0.1","-2.1","MY**","3.1","10.5","NNW","90","500","MYZYYY","20.3","MY"
"2005-06-16","6.5","2.5","-0.9","MZ00","2.5","9.0","N","0","440","MZZZZZ","24.0","MZ"
"2005-06-17","8.1","4.0","-0.3","MZ00","3.0","9.3","N","0","610","MZZZZZ","28.0","MZ"
"2005-06-18","11.2","6.2","1.4","MZ00","2.5","8.3","N","30","620","MZZYYZ","26.4","MZ"
"2005-06-19","13.1","6.0","3.4","MZ00","2.4","18.8","NW","30","380","MZZYYZ","16.0","MZ"
"2005-06-20","12.4","5.9","3.3","MZ00","2.6","8.7","NNW","10","370","MZZYYZ","24.4","MZ"
"2005-06-21","10.6","5.0","2.6","MZ00","2.3","10.2","NNW","20","370","MZZYYZ","16.3","MZ"
"2005-06-22","10.3","5.6","3.3","MZ00","4.3","10.3","SE","0","670","MZZZZZ","27.0","MZ"
"2005-06-23","13.0","7.5","4.0","MZ00","3.5","11.0","NW","20","250","MZZYYZ","30.8","MZ"
"2005-06-24","13.8","6.0","2.0","MZ*0","3.2","17.3","SSE","0","190","MZZZZZ","20.5","MZ"
"2005-06-25","4.3","3.2","0.9","MZ00","6.8","20.2","NW","0","590","MZZZZZ","13.6","MZ"
"2005-06-26","12.9","7.2","3.3","MZ00","2.9","11.4","NW","40","500","MZZYYZ","33.3","MZ"
"2005-06-27","12.3","8.0","4.9","MZ00","3.0","10.6","WNW","30","330","MZZYYZ","29.9","MZ"
"2005-06-28","13.3","7.8","5.0","MZ00","4.0","14.0","WNW","0","410","MZZZZZ","24.6","MZ"
"2005-06-29","8.6","4.3","0.7","MZ00","5.3","23.7","WNW","60","500","MZZYYZ","17.2","MZ"
"2005-06-30","7.3","2.8","-0.7","MZ00","4.0","12.1","WNW","0","670","MZZZZZ","34.1","MZ"
"2005-07-01","-0.6","-2.3","-4.2","MZ00","8.6","17.8","NW","0","790","MZZYYZ","13.3","MZ"
"2005-07-02","6.1","2.7","-3.3","MZ00","5.4","14.1","NNW","0","850","MZZZZZ","23.5","MZ"
"2005-07-03","9.6","6.0","2.2","MZ00","2.7","11.9","NW","0","350","MZZZZZ","23.5","MZ"
"2005-07-04","6.7","3.4","-0.5","MZ00","4.2","20.0","S","0","250","MZZZZZ","14.6","MZ"
"2005-07-05","-0.1","-2.5","-5.2","MZ00","7.5","20.3","NW","0","660","MZZYYZ","29.8","MZ"
"2005-07-06","2.0","-0.9","-4.4","MZ00","7.8","18.9","NW","0","670","MZZYYZ","15.1","MZ"
"2005-07-07","2.1","-2.8","-6.3","MZ00","5.9","17.2","WNW","10","640","MZZYYZ","17.0","MZ"
"2005-07-08","-0.1","-3.8","-6.7","MZ00","5.9","14.3","NW","0","380","MZZYYZ","17.8","MZ"
"2005-07-09","0.0","-2.6","-4.3","MZ00","2.4","8.3","SE","50","390","MZZYYZ","8.8","MZ"
"2005-07-10","0.1","-1.6","-3.9","MZ00","4.0","12.3","N","0","580","MZZYYZ","16.0","MZ"
"2005-07-11","5.6","0.9","-1.5","MZ00","3.6","10.2","N","0","620","MZZZZZ","19.3","MZ"
"2005-07-12","8.0","2.2","-0.1","MZ00","2.3","8.4","SE","10","240","MZZYYZ","17.3","MZ"
"2005-07-13","5.0","1.9","-0.9","MZ00","3.2","9.2","NNW","0","400","MZZZZZ","16.3","MZ"
"2005-07-14","11.0","5.1","0.6","MZ00","3.2","10.2","NW","10","350","MZZYYZ","32.9","MZ"
"2005-07-15","8.5","5.5","2.8","MZ00","9.0","27.3","NW","0","570","MZZZZZ","32.5","MZ"
"2005-07-16","7.5","5.7","3.2","MZ00","10.2","26.5","NW","0","700","MZZZZZ","18.4","MZ"
"2005-07-17","11.2","7.6","4.0","MZ00","5.9","16.5","WNW","50","520","MZZYYZ","32.4","MZ"
"2005-07-18","9.5","4.7","-1.9","MZ00","5.1","25.7","WSW","40","240","MZZYYZ","13.5","MZ"
"2005-07-19","3.8","0.5","-2.6","MZ00","8.3","21.4","","200","","MZZ00Z","31.5","MZ"
"2005-07-20","7.2","3.8","0.0","MZ00","7.2","15.3","NW","0","600","MZZZZZ","32.8","MZ"
"2005-07-21","5.5","1.9","-0.5","MZ00","7.7","19.5","NW","0","960","MZZZZZ","31.8","MZ"
"2005-07-22","6.2","1.8","-1.9","MY**","6.3","18.3","NW","0","640","MYZYYY","28.6","MZ"
"2005-07-23","6.7","1.7","-2.8","MZ00","5.4","26.4","WNW","0","670","MZZZZZ","26.9","MZ"
"2005-07-24","7.0","3.1","-0.9","MZ00","6.1","20.2","WNW","0","720","MZZZZZ","16.0","MZ"
"2005-07-25","10.0","6.0","3.6","MZ00","5.9","19.2","W","30","590","MZZYYZ","23.0","MZ"
"2005-07-26","10.5","6.2","3.9","MZ00","4.9","15.2","WNW","0","710","MZZZZZ","25.6","MZ"
"2005-07-27","8.2","5.7","3.5","MZ00","5.0","11.2","SE","0","600","MZZZZZ","14.6","MZ"
"2005-07-28","10.1","7.3","3.2","MZ00","6.2","14.4","SE","0","510","MZYZZZ","20.9","MZ"
"2005-07-29","8.4","5.8","4.3","MZ00","7.2","17.8","SE","10","470","MZZYYZ","8.2","MZ"
"2005-07-30","7.4","3.8","-0.6","MZ00","4.1","15.3","WNW","10","470","MZZYYZ","22.4","MZ"
"2005-07-31","8.2","3.4","-0.6","MZ00","3.8","9.8","SE","0","360","MZZZZZ","30.6","MZ"
"2005-08-01","5.6","2.6","0.0","MZ00","4.8","18.6","SE","0","550","MZZZZZ","12.8","MZ"
"2005-08-02","2.6","0.3","-1.5","MZ00","4.8","12.8","SE","110","560","MYZYYY","8.3","MZ"
"2005-08-03","1.5","-0.5","-2.7","MZ00","","","","","","M00000","14.8","MZ"
"2005-08-04","1.5","-0.2","-2.7","MZ00","8.5","15.4","NNW","0","1030","MZZYYZ","28.4","MZ"
"2005-08-05","6.7","2.6","-1.0","MZ00","5.9","14.3","NW","0","730","MZZZZZ","30.1","MZ"
"2005-08-06","5.2","1.8","-0.5","MZ00","12.4","31.3","NNW","0","620","MZZZZZ","24.2","MZ"
"2005-08-07","-0.2","-2.3","-6.4","MZ00","15.6","33.2","NW","0","810","MZZYYZ","21.7","MZ"
"2005-08-08","3.7","-1.5","-6.9","MZ00","5.0","12.3","NW","0","590","MZZYYZ","30.6","MZ"
"2005-08-09","5.9","2.3","-0.8","MZ00","5.7","15.6","WNW","0","920","MZZZZZ","30.1","MZ"
"2005-08-10","7.8","4.2","0.9","MZ00","6.8","19.9","W","0","640","MZZZZZ","26.2","MZ"
"2005-08-11","2.5","0.9","-0.8","MZ00","3.4","13.6","NNW","50","320","MZZYYZ","5.9","MZ"
"2005-08-12","7.5","2.2","-1.2","MZ00","4.2","16.6","WNW","30","430","MZZYYZ","29.3","MZ"
"2005-08-13","4.3","1.4","-1.0","MZ00","6.8","19.8","WNW","0","650","MZZZZZ","21.2","MZ"
"2005-08-14","3.2","-0.6","-5.6","MZ00","9.3","32.6","WNW","0","700","MZZZZZ","17.2","MZ"
"2005-08-15","0.7","-3.4","-6.2","MZ00","8.5","20.6","NNW","0","750","MZZYYZ","22.9","MZ"
"2005-08-16","7.0","3.0","-0.1","MZ00","3.8","9.2","NNW","30","490","MZZYYZ","28.5","MZ"
"2005-08-17","9.9","5.4","2.2","MZ00","4.3","11.7","NW","10","540","MZZYYZ","27.9","MZ"
"2005-08-18","4.4","1.8","0.2","MZ00","4.2","10.3","SE","10","480","MZZYYZ","9.6","MZ"
"2005-08-19","6.2","2.2","-0.6","MZ00","2.7","13.0","WNW","40","520","MZZYYZ","14.6","MZ"
"2005-08-20","3.1","-0.8","-3.2","MZ00","3.6","10.1","NNW","0","350","MZZYYZ","13.8","MZ"
"2005-08-21","-1.1","-2.0","-3.9","MZ00","3.6","16.8","","440","","MZZ00Z","10.7","MZ"
"2005-08-22","1.1","-0.3","-1.7","MZ00","6.9","18.6","","500","","MYZ00Y","13.3","MZ"
"2005-08-23","1.3","-0.7","-2.9","MZ00","4.7","12.8","","210","","MZZ00Z","21.0","MZ"
"2005-08-24","5.5","1.8","-1.9","MZ0Z","2.7","12.2","WNW","60","450","MZZYYZ","23.1","MZ"
"2005-08-25","6.1","3.0","1.6","MZ00","4.8","16.9","W","10","670","MZZYYZ","17.9","MZ"
"2005-08-26","6.9","2.7","0.4","MZ00","5.3","20.8","WNW","10","760","MZZYYZ","24.3","MZ"
"2005-08-27","4.0","0.8","-0.5","MZ00","3.0","9.9","W","20","370","MZZYYZ","9.1","MZ"
"2005-08-28","4.6","1.2","-2.4","MZ00","3.2","9.5","","230","","MZZ00Z","15.1","MZ"
"2005-08-29","3.7","1.8","0.1","MZ00","6.3","13.0","SE","0","1040","MZZZZZ","12.3","MZ"
"2005-08-30","9.4","4.7","1.1","MZ00","3.3","9.4","SE","10","510","MZZYYZ","24.8","MZ"
"2005-08-31","9.5","5.0","2.4","MZ00","2.3","7.2","NW","20","450","MZZYYZ","10.6","MZ"
"2005-09-01","9.9","5.6","2.2","MZ00","2.6","8.3","NW","40","430","MZZYYZ","18.9","MZ"
"2005-09-02","9.3","5.7","2.9","MZ00","2.8","10.9","NW","10","300","MZZYYZ","22.2","MZ"
"2005-09-03","8.4","5.1","3.1","MZ00","3.6","10.0","WNW","10","580","MZZYYZ","19.0","MZ"
"2005-09-04","8.0","3.7","0.5","MZ00","3.4","10.8","WNW","60","470","MZZYYZ","24.9","MZ"
"2005-09-05","6.3","1.3","-0.8","MZ00","4.2","12.9","SE","10","590","MZZYYZ","16.8","MZ"
"2005-09-06","0.2","-1.1","-2.6","MZ00","","","","","","M00000","5.2","MZ"
"2005-09-07","1.0","-0.2","-1.5","MZ00","","","","","","M00000","7.3","MZ"
"2005-09-08","1.1","-0.1","-1.5","MZ00","7.6","19.2","","270","","MZZ00Z","7.3","MZ"
"2005-09-09","0.8","-0.2","-1.8","MZ00","","","","","","M00000","8.9","MZ"
"2005-09-10","6.1","1.1","-1.6","MZ00","2.7","11.2","SSW","30","170","MZZYYZ","17.0","MZ"
"2005-09-11","1.1","-1.9","-3.8","MZ00","4.4","10.7","SE","10","260","MZZYYZ","5.2","MZ"
"2005-09-12","1.2","-2.3","-3.4","MZ00","","","","","","M00000","16.5","MZ"
"2005-09-13","6.0","-0.4","-3.4","MZ00","3.0","7.3","SE","0","520","MZZYYZ","18.0","MZ"
"2005-09-14","5.4","2.2","-1.8","MZ00","4.8","10.6","NNW","0","440","MZZZZZ","22.3","MZ"
"2005-09-15","10.2","6.1","3.7","MZ00","5.9","14.7","NW","0","490","MZZZZZ","21.9","MZ"
"2005-09-16","4.4","1.8","-2.6","MZ00","7.2","17.2","WNW","0","1010","MZZZZZ","19.8","MZ"
"2005-09-17","2.5","-1.2","-2.9","MZ00","2.4","12.3","","330","","MYZ00Y","12.2","MZ"
"2005-09-18","-1.1","-2.5","-3.3","MZ00","","","","","","M00000","12.6","MZ"
"2005-09-19","1.0","-1.5","-3.3","MZ00","","","","","","M00000","8.1","MZ"
"2005-09-20","1.8","-1.1","-3.3","MZ00","","","","","","M00000","14.0","MZ"
"2005-09-21","4.9","0.1","-2.5","MZ00","1.8","6.6","N","10","280","MZZYYZ","20.7","MZ"
"2005-09-22","2.2","-1.2","-3.4","MZ00","1.8","6.1","NW","60","460","MZZYYZ","13.4","MZ"
"2005-09-23","3.1","-0.3","-3.3","MZ00","4.0","10.5","NW","0","600","MZZYYZ","20.3","MZ"
"2005-09-24","4.1","0.6","-2.1","MZ00","2.7","7.3","SSE","10","520","MZZYYZ","19.7","MZ"
"2005-09-25","3.4","-0.8","-2.3","MZ00","2.4","7.8","","170","","MYZ00Y","9.0","MZ"
"2005-09-26","4.1","-0.7","-2.8","MZ00","","","","","","M00000","7.7","MZ"
"2005-09-27","3.1","-0.3","-1.8","MZ00","3.9","10.3","W","0","600","MZZYYZ","8.8","MZ"
"2005-09-28","4.4","1.1","-2.1","MZ00","5.0","16.5","WNW","30","620","MZZYYZ","18.7","MZ"
"2005-09-29","-1.4","-3.6","-5.2","MZ00","11.3","26.9","NW","0","810","MZZYYZ","8.5","MZ"
"2005-09-30","0.3","-1.5","-4.6","MZ00","7.2","17.0","NNW","0","830","MZZYYZ","17.4","MZ"
"2005-10-01","2.0","0.2","-2.7","MZ00","5.8","15.0","","210","","MYZ00Y","9.1","MZ"
"2005-10-02","-2.7","-7.2","-9.1","MZ00","","","","","","M00000","6.3","MZ"
"2005-10-03","-4.8","-7.3","-9.0","MZ00","","","","","","M00000","6.0","MZ"
"2005-10-04","-1.8","-6.2","-7.9","MZ00","","","","","","M00000","8.1","MZ"
"2005-10-05","-1.0","-5.1","-7.4","MZ00","","","","","","M00000","6.7","MZ"
"2005-10-06","-1.6","-4.1","-6.5","MZ00","","","","","","M00000","7.5","MZ"
"2005-10-07","-1.7","-4.1","-5.9","MZ00","","","","","","M00000","6.4","MZ"
"2005-10-08","-0.2","-4.0","-6.4","MZ00","","","","","","M00000","15.3","MZ"
"2005-10-09","1.4","-2.3","-5.6","MZ00","5.4","13.1","N","0","610","MZZYYZ","17.3","MZ"
"2005-10-10","4.1","0.0","-5.0","MZ00","3.0","8.1","SE","0","610","MZZZZZ","16.8","MZ"
"2005-10-11","5.7","-3.3","-6.7","MZ00","1.7","9.9","","450","","MZZ00Z","11.2","MZ"
"2005-10-12","1.6","-3.5","-7.0","MZ00","","","","","","M00000","13.9","MZ"
"2005-10-13","4.3","-1.3","-4.2","MZ00","4.2","11.0","NW","0","770","MZZYYZ","","M0"
"2005-10-14","3.9","-0.2","-2.1","MZ00","4.0","11.2","SE","0","580","MZZYYZ","16.5","MZ"
"2005-10-15","4.4","1.5","-0.5","MZ00","6.3","11.2","SE","0","950","MZZZZZ","16.2","MZ"
"2005-10-16","5.9","1.3","-0.7","MZ00","2.6","6.6","SE","10","460","MZZYYZ","14.1","MZ"
"2005-10-17","4.9","1.4","-1.7","MZ00","2.9","12.3","NW","80","450","MZZYYZ","14.8","MZ"
"2005-10-18","6.1","1.5","-0.8","MZ00","2.7","8.3","WNW","10","300","MZZYYZ","10.9","MZ"
"2005-10-19","2.2","-0.4","-2.3","MZ00","4.0","12.4","SE","120","390","MZZYYZ","7.4","MZ"
"2005-10-20","3.3","-0.3","-3.0","MZ00","2.8","9.1","SSW","20","370","MZZYYZ","13.2","MZ"
"2005-10-21","1.4","-2.0","-3.8","MZ00","3.5","14.4","SW","10","420","MZZYYZ","11.4","MZ"
"2005-10-22","2.3","-1.7","-3.4","MZ00","2.7","14.5","WNW","50","360","MZZYYZ","11.8","MY"
"2005-10-23","-1.9","-3.2","-5.2","MZ00","4.9","19.3","WNW","30","340","MZZYYZ","7.5","MZ"
"2005-10-24","4.9","0.2","-3.0","MZ00","3.6","9.0","NW","0","440","MZZZZZ","12.9","MZ"
"2005-10-25","1.5","0.1","-1.3","MZ00","7.1","17.7","WNW","0","980","MZZZZZ","8.4","MZ"
"2005-10-26","6.6","2.3","-1.1","MZ00","5.8","15.8","SE","10","520","MZZYYZ","13.0","MZ"
"2005-10-27","3.3","2.0","1.1","MZ00","7.8","22.6","SE","0","1220","MZZYYZ","13.3","MZ"
"2005-10-28","6.9","3.8","1.7","MZ00","4.6","10.8","SSE","0","480","MZZZZZ","12.9","MZ"
"2005-10-29","5.2","2.0","-0.5","MZ00","3.5","10.3","SSW","0","390","MZZZZZ","12.3","MZ"
"2005-10-30","4.9","0.8","-1.4","MZ00","3.7","10.6","SSW","0","560","MZYZZZ","12.2","MZ"
"2005-10-31","4.1","0.8","-1.5","MZ00","4.6","15.8","SSW","40","270","MZZYYZ","8.8","MZ"
"2005-11-01","-1.1","-3.4","-5.3","MY**","4.6","17.4","","240","","MYZ00Y","9.2","MY"
"2005-11-02","2.7","-0.2","-4.4","MZ00","5.7","15.8","WNW","20","380","MZZYYZ","7.2","MZ"
"2005-11-03","3.9","0.4","-1.5","MZ00","3.1","12.0","WNW","30","360","MZZYYZ","9.8","MZ"
