"DATA","Livello idrometrico fiume (m)","Livello Idrometrico Canale (m)","Portata fiume (m³/s)","Portata canale (m³/s)","Portata naturale (m³/s)"
"2021-04-10","-0.10","0.29","2.23","1.86","4.10"
"2021-04-11","-0.07","0.33","2.50","2.08","4.58"
"2021-04-12","-0.05","0.33","2.60","2.13","4.73"
"2021-04-13","0.03","0.45","3.88","3.30","7.18"
"2021-04-14","-0.06","0.33","2.56","2.12","4.69"
"2021-04-15","-0.04","0.35","2.93","2.37","5.30"
"2021-04-16","-0.03","0.35","2.87","2.34","5.21"
"2021-04-17","-0.07","0.31","2.59","2.06","4.65"
"2021-04-18","0.00","0.38","3.14","2.67","5.81"
"2021-04-19","-0.07","0.29","2.50","1.88","4.38"
"2021-04-20","-0.09","0.26","2.32","1.64","3.96"
"2021-04-21","-0.08","0.32","2.67","2.13","4.80"
"2021-04-22","-0.10","0.33","2.26","2.08","4.34"
"2021-04-23","-0.15","0.35","1.89","2.21","4.10"
"2021-04-24","-0.10","0.43","2.18","2.83","5.01"
"2021-04-25","-0.02","0.53","2.90","3.84","6.74"
"2021-04-26","0.19","0.77","5.95","7.11","13.07"
"2021-04-27","-0.18","0.80","2.25","7.29","9.54"
"2021-04-28","-0.14","0.82","3.17","7.61","10.78"
"2021-04-29","0.03","0.95","5.19","9.71","14.90"
"2021-04-30","0.17","1.04","6.94","11.13","18.08"
"2021-05-01","0.25","1.06","16.70","11.61","28.30"
"2021-05-02","0.42","1.11","17.19","12.48","29.68"
"2021-05-03","0.23","1.10","8.74","12.29","21.03"
"2021-05-04","0.17","1.08","7.09","11.91","19.00"
"2021-05-05","0.06","1.03","7.18","10.95","18.13"
"2021-05-06","-0.07","0.91","7.59","9.20","16.78"
"2021-05-07","-0.11","0.86","8.06","8.38","16.44"
"2021-05-08","-0.30","0.74","6.39","6.50","12.89"
"2021-05-09","-0.37","0.67","5.92","5.54","33.56"
"2021-05-10","","0.88","","8.65","194.57"
"2021-05-11","","0.67","","6.78","100.75"
"2021-05-12","","0.93","","10.68","60.13"
"2021-05-13","","0.98","","10.27","48.01"
"2021-05-14","","1.13","","13.02","42.62"
"2021-05-15","","1.17","","13.77","38.27"
"2021-05-16","0.46","1.10","24.50","12.49","36.99"
"2021-05-17","0.52","1.02","23.96","10.87","34.83"
"2021-05-18","0.50","1.02","22.04","10.93","32.98"
"2021-05-19","0.47","1.01","19.75","10.72","30.47"
"2021-05-20","0.44","1.02","17.62","10.82","28.44"
"2021-05-21","0.35","1.04","13.19","11.21","24.41"
"2021-05-22","0.37","1.03","13.28","11.08","24.35"
"2021-05-23","0.33","1.08","10.63","11.98","22.62"
"2021-05-24","0.41","1.04","15.72","11.23","26.95"
"2021-05-25","0.28","1.05","10.90","11.46","22.36"
"2021-05-26","0.39","1.06","14.14","11.53","25.67"
"2021-05-27","0.36","1.07","12.62","11.77","24.40"
"2021-05-28","0.26","1.06","11.75","11.65","23.40"
"2021-05-29","0.23","1.05","9.04","11.44","20.48"
"2021-05-30","0.24","1.07","7.29","11.82","19.11"
"2021-05-31","0.32","1.07","11.17","11.73","22.90"
"2021-06-01","0.33","1.08","11.74","11.90","23.64"
"2021-06-02","0.41","1.05","16.64","11.39","28.03"
"2021-06-03","0.31","1.07","11.12","11.81","22.93"
"2021-06-04","0.35","1.08","13.67","11.95","25.62"
"2021-06-05","0.53","1.08","25.97","11.91","37.87"
"2021-06-06","0.49","1.10","23.05","12.32","35.37"
"2021-06-07","0.58","1.07","29.33","11.78","41.11"
"2021-06-08","0.63","1.07","34.34","11.83","46.18"
"2021-06-09","0.60","1.09","32.00","12.22","44.23"
"2021-06-10","0.54","1.12","26.14","12.83","38.97"
"2021-06-11","0.53","1.11","26.12","12.62","38.74"
"2021-06-12","0.53","1.09","25.63","12.23","37.87"
"2021-06-13","0.51","1.11","24.50","12.57","37.07"
"2021-06-14","0.51","1.11","24.61","12.54","37.16"
"2021-06-15","0.52","1.09","24.98","12.22","37.20"
"2021-06-16","0.50","1.09","23.34","12.09","35.43"
"2021-06-17","0.50","1.12","23.63","12.78","36.41"
"2021-06-18","0.46","1.11","20.67","12.49","33.16"
"2021-06-19","0.38","1.11","16.41","12.53","28.95"
"2021-06-20","0.45","1.10","20.17","12.47","32.64"
"2021-06-21","0.59","1.08","30.83","11.90","42.73"
"2021-06-22","0.50","1.09","24.60","12.22","36.82"
"2021-06-23","0.54","1.10","26.37","12.40","38.77"
"2021-06-24","0.51","1.09","29.08","12.21","41.29"
"2021-06-25","0.51","1.10","24.41","12.29","36.70"
"2021-06-26","0.44","1.10","18.98","12.38","31.35"
"2021-06-27","0.40","1.09","15.80","12.19","27.99"
"2021-06-28","0.45","1.08","19.33","11.96","31.29"
"2021-06-29","0.47","1.09","21.47","12.18","33.65"
"2021-06-30","0.43","1.12","19.30","12.67","31.98"
"2021-07-01","0.37","1.11","14.21","12.56","26.77"
"2021-07-02","0.41","1.11","16.62","12.63","29.25"
"2021-07-03","0.37","1.16","14.82","13.63","28.45"
"2021-07-04","0.20","1.22","7.00","14.92","21.92"
"2021-07-05","0.26","1.08","11.87","12.05","23.92"
"2021-07-06","0.26","1.08","9.56","11.91","21.48"
"2021-07-07","0.31","1.05","12.91","11.53","24.45"
"2021-07-08","0.39","1.12","17.51","12.80","30.31"
"2021-07-09","0.37","1.12","14.09","12.83","26.92"
"2021-07-10","0.21","1.07","8.66","11.79","20.45"
"2021-07-11","0.16","1.01","8.35","10.79","19.15"
"2021-07-12","0.33","1.08","13.02","11.91","24.94"
"2021-07-13","0.50","1.06","28.62","11.73","40.35"
"2021-07-14","0.47","1.16","21.02","13.63","34.64"
"2021-07-15","0.46","1.13","20.17","13.07","33.25"
"2021-07-16","0.42","1.13","17.27","12.93","30.20"
"2021-07-17","0.32","1.13","12.22","12.92","25.14"
"2021-07-18","0.29","1.12","10.16","12.77","22.93"
"2021-07-19","0.25","1.09","9.51","12.24","21.76"
"2021-07-20","0.26","1.10","9.28","12.37","21.66"
"2021-07-21","0.11","1.02","6.80","10.98","17.78"
"2021-07-22","0.22","1.13","8.11","13.15","21.25"
"2021-07-23","0.30","1.13","11.37","13.09","24.46"
"2021-07-24","0.27","1.09","9.73","12.15","21.88"
"2021-07-25","-0.06","0.90","3.00","8.95","11.95"
"2021-07-26","0.20","1.03","10.27","11.29","21.56"
"2021-07-27","0.33","1.09","15.55","12.27","27.82"
"2021-07-28","0.31","1.13","12.39","12.94","25.33"
"2021-07-29","0.29","1.13","11.41","12.99","24.40"
"2021-07-30","0.27","1.11","11.21","12.52","23.73"
"2021-07-31","0.20","0.97","9.87","10.49","20.36"
"2021-08-01","0.22","1.09","8.55","12.17","20.72"
"2021-08-02","0.21","1.12","7.42","12.77","20.20"
"2021-08-03","0.15","1.10","6.50","12.47","18.97"
"2021-08-04","0.37","1.09","18.55","12.16","30.71"
"2021-08-05","0.17","1.09","11.94","12.23","24.17"
"2021-08-06","0.06","1.02","10.01","10.88","20.89"
"2021-08-07","-0.03","0.93","8.44","9.51","17.95"
"2021-08-08","-0.03","0.94","8.12","9.43","17.54"
"2021-08-09","0.02","0.96","9.44","9.85","19.29"
"2021-08-10","0.13","1.03","11.59","11.18","22.77"
"2021-08-11","0.16","1.05","12.17","11.53","23.70"
"2021-08-12","-0.05","0.92","10.11","9.27","19.38"
"2021-08-13","0.01","0.93","9.36","9.36","18.71"
"2021-08-14","-0.21","0.76","6.98","6.84","13.82"
"2021-08-15","-0.05","0.90","7.94","8.81","16.75"
"2021-08-16","0.17","1.04","10.58","11.29","21.87"
"2021-08-17","-0.12","0.90","7.20","8.75","15.95"
"2021-08-18","-0.11","0.89","7.03","8.68","15.71"
"2021-08-19","-0.17","0.81","6.29","7.29","13.59"
"2021-08-20","-0.18","0.78","6.10","6.81","12.91"
"2021-08-21","-0.18","0.76","6.20","6.57","12.78"
"2021-08-22","-0.14","0.78","6.52","6.90","13.42"
"2021-08-23","-0.59","0.33","4.79","2.40","7.18"
"2021-08-24","-0.42","0.26","6.75","1.86","8.61"
"2021-08-25","-0.42","0.57","6.12","5.10","11.22"
"2021-08-26","-0.54","0.41","4.90","2.96","7.87"
"2021-08-27","-0.60","0.29","4.66","1.86","6.52"
"2021-08-28","-0.58","0.30","4.71","1.97","6.68"
"2021-08-29","-0.63","0.23","4.43","1.43","5.86"
"2021-08-30","-0.56","0.31","4.80","2.18","6.98"
"2021-08-31","-0.51","0.36","4.98","2.72","7.70"
"2021-09-01","-0.18","0.76","6.76","7.37","14.13"
"2021-09-02","-0.01","0.92","8.29","9.74","18.03"
"2021-09-03","-0.06","0.93","8.21","9.90","18.12"
"2021-09-04","-0.24","0.76","6.67","7.52","14.19"
"2021-09-05","-0.47","0.48","5.57","4.29","9.86"
"2021-09-06","-0.29","0.69","6.44","6.52","12.96"
"2021-09-07","-0.19","0.78","7.14","7.85","14.99"
"2021-09-08","-0.20","0.79","6.72","7.79","14.51"
"2021-09-09","-0.01","0.97","8.14","10.27","18.42"
"2021-09-10","-0.30","0.65","4.55","6.01","10.56"
"2021-09-11","-0.44","0.47","3.36","3.98","7.35"
"2021-09-12","-0.44","0.46","3.39","4.10","7.50"
"2021-09-13","-0.09","0.85","5.32","8.81","14.13"
"2021-09-14","-0.17","0.81","4.70","8.05","12.75"
"2021-09-15","-0.28","0.70","4.35","6.87","11.22"
"2021-09-16","-0.68","0.21","2.47","1.47","3.94"
"2021-09-17","-0.68","0.22","2.41","1.44","3.86"
"2021-09-18","-0.61","0.28","2.64","2.09","4.73"
"2021-09-19","-0.06","0.73","9.80","6.66","16.46"
"2021-09-20","-0.46","0.51","2.85","3.76","6.62"
"2021-09-21","-0.43","0.51","3.13","4.17","7.31"
"2021-09-22","-0.09","0.79","6.69","7.93","14.62"
"2021-09-23","-0.25","0.68","3.95","6.09","10.04"
"2021-09-24","-0.04","0.86","5.95","8.53","14.48"
"2021-09-25","-0.44","0.42","3.40","3.47","6.87"
"2021-09-26","-0.35","0.53","4.23","4.63","8.85"
"2021-09-27","-0.32","0.62","4.43","5.88","10.31"
"2021-09-28","-0.44","0.51","3.66","4.43","8.10"
"2021-09-29","-0.33","0.63","4.26","5.92","10.19"
"2021-09-30","-0.60","0.32","2.84","2.46","5.29"
"2021-10-01","-0.44","0.48","3.56","4.36","7.92"
"2021-10-02","-0.33","0.60","4.24","5.57","9.81"
"2021-10-03","-0.57","0.33","2.96","2.46","5.42"
"2021-10-04","0.10","0.77","26.33","7.61","33.94"
"2021-10-05","0.78","0.81","144.29","8.81","153.10"
"2021-10-06","0.60","1.11","41.65","12.54","54.20"
"2021-10-07","0.44","1.12","25.39","12.76","38.15"
"2021-10-08","0.23","1.04","16.80","11.42","28.21"
"2021-10-09","0.19","1.01","12.02","10.63","22.64"
"2021-10-10","-0.10","0.91","7.57","8.90","16.47"
"2021-10-11","-0.15","0.82","8.16","7.70","15.86"
"2021-10-12","-0.28","0.71","6.65","6.10","12.75"
"2021-10-13","-0.23","0.73","7.73","6.43","14.16"
"2021-10-14","-0.22","0.73","7.75","6.65","14.39"
"2021-10-15","-0.28","0.67","7.15","5.84","12.99"
"2021-10-16","-0.26","0.67","7.84","5.93","13.77"
"2021-10-17","-0.42","0.52","6.76","4.18","10.94"
"2021-10-18","-0.13","0.74","9.83","6.98","16.81"
"2021-10-19","-0.23","0.69","8.15","6.25","14.39"
"2021-10-20","-0.17","0.76","7.99","7.13","15.12"
"2021-10-21","-0.49","0.48","5.15","3.56","8.71"
"2021-10-22","-0.34","0.61","6.45","5.34","11.79"
"2021-10-23","-0.52","0.40","5.41","3.02","8.44"
"2021-10-24","-0.60","0.26","5.08","1.75","6.83"
"2021-10-25","-0.34","0.54","6.85","4.67","11.53"
"2021-10-26","-0.22","0.65","7.54","5.85","13.38"
"2021-10-27","-0.42","0.43","5.77","3.42","9.19"
"2021-10-28","-0.44","0.41","5.71","3.33","9.03"
"2021-10-29","-0.39","0.50","5.85","4.05","9.90"
"2021-10-30","-0.61","0.19","5.03","1.25","6.28"
"2021-10-31","-0.58","0.19","5.10","1.16","6.26"
"2021-11-01","-0.42","0.26","5.52","1.63","7.15"
"2021-11-02","-0.42","0.42","6.32","3.30","9.61"
"2021-11-03","-0.34","0.61","6.71","5.14","11.85"
"2021-11-04","-0.46","0.49","5.90","3.77","9.67"
"2021-11-05","-0.14","0.75","8.40","7.22","15.62"
"2021-11-06","-0.55","0.38","5.13","2.81","7.95"
"2021-11-07","-0.49","0.41","5.85","3.31","9.16"
"2021-11-08","-0.28","0.63","6.74","5.80","12.54"
"2021-11-09","-0.13","0.69","8.29","6.54","14.83"
"2021-11-10","-0.03","0.73","9.70","7.03","16.73"
"2021-11-11","0.11","0.80","11.53","7.47","19.00"
"2021-11-12","0.04","0.74","11.08","6.69","17.78"
"2021-11-13","-0.54","0.47","5.03","3.35","8.38"
"2021-11-14","-0.50","0.46","5.06","3.16","8.22"
"2021-11-15","0.35","0.92","28.78","9.21","37.99"
"2021-11-16","0.45","1.05","31.09","11.62","42.71"
"2021-11-17","0.43","1.09","23.91","12.13","36.04"
"2021-11-18","0.30","1.07","17.61","11.74","29.35"
"2021-11-19","0.31","1.06","17.98","11.61","29.60"
"2021-11-20","0.20","1.02","14.28","11.15","25.43"
"2021-11-21","-0.14","0.82","9.14","7.72","16.86"
"2021-11-22","0.12","0.97","13.77","10.26","24.03"
"2021-11-23","0.12","0.96","14.36","10.01","24.37"
"2021-11-24","0.12","0.96","13.56","10.00","23.56"
"2021-11-25","0.14","0.95","14.84","9.87","24.71"
"2021-11-26","-0.04","0.88","9.77","8.64","18.41"
"2021-11-27","-0.35","0.63","5.81","5.03","10.84"
"2021-11-28","-0.42","0.56","5.28","4.15","9.43"
"2021-11-29","0.01","0.79","12.05","7.56","19.61"
"2021-11-30","-0.04","0.79","11.25","7.30","18.55"
"2021-12-01","-0.01","0.80","11.89","7.70","19.59"
"2021-12-02","-0.03","0.80","10.75","7.55","18.30"
"2021-12-03","-0.01","0.87","9.08","8.39","17.47"
"2021-12-04","-0.47","0.49","5.22","3.61","8.83"
"2021-12-05","-0.53","0.41","5.07","2.93","8.00"
"2021-12-06","-0.41","0.55","5.56","4.46","10.03"
"2021-12-07","-0.35","0.61","5.73","5.05","10.78"
"2021-12-08","-0.17","0.64","9.08","5.79","14.87"
"2021-12-09","-0.29","0.73","7.21","6.86","13.72"
"2021-12-10","","0.33","","2.04","7.20"
"2021-12-11","","0.21","","1.29","7.50"
"2021-12-12","","0.20","","1.20","7.80"
"2021-12-13","","0.24","","1.51","8.10"
"2021-12-14","","0.50","","4.07","8.50"
"2021-12-15","","0.29","","1.79","9.00"
"2021-12-16","-0.58","0.36","5.48","2.50","9.50"
"2021-12-17","-0.46","0.49","6.40","3.94","14.28"
"2021-12-18","-0.77","0.24","4.62","1.44","7.49"
"2021-12-19","-0.79","0.19","4.57","1.17","6.90"
"2021-12-20","-0.59","0.36","6.07","2.68","11.42"
"2021-12-21","-0.42","0.52","6.63","4.23","15.08"
"2021-12-22","-0.78","0.20","4.59","1.24","7.07"
"2021-12-23","-0.80","0.17","4.56","1.10","6.75"
"2021-12-24","-0.80","0.17","4.58","1.06","6.70"
"2021-12-25","-0.81","0.14","4.54","0.89","6.32"
"2021-12-26","-0.81","0.14","4.54","0.90","6.34"
"2021-12-27","-0.86","0.11","4.38","0.84","6.06"
"2021-12-28","-0.85","0.10","4.44","0.79","6.02"
"2021-12-29","-0.82","0.12","4.49","0.81","6.10"
"2021-12-30","-0.77","0.20","4.58","1.24","7.06"
"2021-12-31","-0.78","0.19","4.57","1.16","6.89"
"2022-01-01","-0.77","0.21","4.58","2.04","6.62"
"2022-01-02","-0.79","0.17","4.56","1.74","6.31"
"2022-01-03","-0.76","0.21","4.62","2.05","6.67"
"2022-01-04","-0.79","0.16","4.40","1.69","6.09"
"2022-01-05","-0.65","0.28","5.49","2.75","8.24"
"2022-01-06","-0.48","0.44","6.38","4.23","10.61"
"2022-01-07","-0.66","0.33","5.05","3.06","8.11"
"2022-01-08","-0.65","0.29","5.62","2.90","8.53"
"2022-01-09","-0.49","0.40","6.91","3.91","10.82"
"2022-01-10","-0.16","0.64","9.62","6.29","15.91"
"2022-01-11","-0.47","0.47","6.39","4.47","10.86"
"2022-01-12","-0.69","0.32","4.69","3.01","7.70"
"2022-01-13","-0.84","0.14","4.40","1.58","5.98"
"2022-01-14","-0.72","0.28","4.75","2.84","7.59"
"2022-01-15","-0.84","0.15","4.39","1.74","6.12"
"2022-01-16","-0.84","0.13","4.39","1.55","5.95"
"2022-01-17","-0.71","0.28","4.77","2.79","7.56"
"2022-01-18","-0.58","0.42","5.30","4.00","9.31"
"2022-01-19","-0.66","0.34","4.96","3.21","8.18"
"2022-01-20","-0.76","0.26","4.57","2.38","6.94"
"2022-01-21","-0.78","0.21","4.52","2.08","6.60"
"2022-01-22","-0.87","0.13","4.32","1.59","5.92"
"2022-01-23","-0.81","0.18","4.46","1.93","6.39"
"2022-01-24","-0.60","0.35","5.59","3.54","9.13"
"2022-01-25","-0.22","0.55","9.03","5.34","14.37"
"2022-01-26","-0.26","0.57","8.21","5.69","13.90"
"2022-01-27","-0.19","0.38","8.77","3.70","12.47"
"2022-01-28","-0.66","0.36","4.90","3.39","8.29"
"2022-01-29","-0.81","0.19","4.27","2.02","6.28"
"2022-01-30","-0.89","0.10","4.25","1.45","5.70"
"2022-01-31","-0.94","0.03","4.12","1.05","5.17"
"2022-02-01","-0.79","0.15","4.45","1.80","6.25"
"2022-02-02","-0.78","0.11","4.49","1.44","5.92"
"2022-02-03","-0.86","0.07","4.28","1.33","5.61"
"2022-02-04","-0.60","0.31","5.02","3.09","8.11"
"2022-02-05","-0.65","0.27","4.84","2.64","7.49"
"2022-02-06","-0.68","0.25","4.81","2.48","7.28"
"2022-02-07","-0.82","0.08","4.40","1.31","5.71"
"2022-02-08","-0.88","0.03","4.26","1.05","5.31"
"2022-02-09","-0.78","0.13","4.50","1.74","6.24"
"2022-02-10","-0.62","0.26","5.05","2.58","7.63"
"2022-02-11","-0.62","0.31","4.41","2.94","7.35"
"2022-02-12","-0.84","0.09","2.97","1.39","4.36"
"2022-02-13","-0.98","0.01","2.72","1.05","3.77"
"2022-02-14","-0.73","0.26","3.13","2.57","5.71"
"2022-02-15","-0.82","0.07","3.00","1.22","4.23"
"2022-02-16","-0.84","0.05","2.98","1.13","4.11"
"2022-02-17","-0.82","0.07","2.65","1.24","3.90"
"2022-02-18","-1.10","-0.07","3.51","0.70","4.22"
"2022-02-19","-0.87","0.00","3.75","0.87","4.61"
"2022-02-20","-0.87","0.01","3.54","0.91","4.45"
"2022-02-21","-0.85","0.03","3.56","1.02","4.58"
"2022-02-22","-0.90","-0.04","3.48","0.69","4.17"
"2022-02-23","-0.86","0.01","3.54","0.93","4.47"
"2022-02-24","-0.80","0.09","3.66","1.45","5.10"
"2022-02-25","-0.77","0.13","3.73","1.63","5.36"
"2022-02-26","-0.84","0.02","3.60","0.95","4.56"
"2022-02-27","-0.88","-0.03","3.62","0.73","4.35"
"2022-02-28","-0.84","0.02","3.71","1.00","4.71"
"2022-03-01","-0.87","-0.03","3.65","0.77","4.42"
"2022-03-02","-0.83","-0.05","3.73","0.68","4.41"
"2022-03-03","-0.80","-0.05","3.78","0.65","4.42"
"2022-03-04","-0.85","-0.02","3.68","0.77","4.45"
"2022-03-05","-0.86","0.01","3.68","0.90","4.57"
"2022-03-06","-0.86","0.00","3.67","0.86","4.53"
"2022-03-07","-0.84","0.03","3.72","1.03","4.74"
"2022-03-08","-0.79","0.10","3.83","1.38","5.21"
"2022-03-09","-0.83","","3.75","0.98","4.82"
"2022-03-10","-0.84","","3.71","0.00","3.71"
"2022-03-11","-0.85","0.02","3.69","0.52","4.73"
"2022-03-12","-0.87","0.05","3.65","1.06","4.72"
"2022-03-13","-0.73","0.25","3.92","2.42","6.34"
"2022-03-14","-0.81","0.14","3.78","1.63","5.41"
"2022-03-15","-0.82","0.11","3.75","1.37","5.12"
"2022-03-16","-0.86","0.07","3.67","1.14","4.81"
"2022-03-17","-0.89","0.08","3.52","1.24","4.76"
"2022-03-18","-0.87","0.08","3.43","1.24","4.67"
"2022-03-19","-0.88","0.08","3.42","1.23","4.64"
"2022-03-20","-0.89","0.07","3.40","1.18","4.58"
"2022-03-21","-0.86","0.11","3.44","1.42","4.87"
"2022-03-22","-0.87","0.10","3.44","1.36","4.80"
"2022-03-23","-0.92","0.02","3.34","0.94","4.29"
"2022-03-24","-0.89","0.04","3.37","1.02","4.39"
"2022-03-25","-0.90","0.00","3.36","0.85","4.22"
"2022-03-26","-0.87","0.03","3.42","1.02","4.44"
"2022-03-27","-0.87","0.01","3.40","0.87","4.28"
"2022-03-28","-0.87","0.01","3.39","0.92","4.31"
"2022-03-29","-0.88","-0.01","3.39","0.81","4.20"
"2022-03-30","-0.84","0.04","3.48","1.02","4.50"
"2022-03-31","-0.89","0.01","3.37","0.90","4.27"
"2022-04-01","-0.78","0.06","3.60","1.16","4.76"
"2022-04-02","-0.74","0.10","3.68","1.47","5.15"
"2022-04-03","-0.76","0.07","3.63","1.23","4.87"
"2022-04-04","-0.81","0.01","3.55","0.93","4.48"
"2022-04-05","-0.84","-0.03","3.49","0.71","4.20"
"2022-04-06","-0.82","-0.02","3.50","0.73","4.24"
"2022-04-07","-0.80","-0.02","3.53","0.76","4.30"
"2022-04-08","-0.80","-0.02","3.53","0.74","4.27"
"2022-04-09","-0.78","-0.03","3.55","0.71","4.26"
"2022-04-10","-0.76","-0.04","3.62","0.69","4.30"
"2022-04-11","-0.82","0.00","3.44","0.85","4.29"
"2022-04-12","-0.98","-0.07","3.24","0.58","3.82"
"2022-04-13","-0.96","-0.06","3.27","0.71","3.98"
"2022-04-14","-0.94","-0.02","3.30","0.89","4.20"
"2022-04-15","-0.93","-0.01","3.31","0.93","4.24"
"2022-04-16","-0.87","0.08","3.40","1.43","4.83"
"2022-04-17","-0.82","0.12","3.50","1.60","5.10"
"2022-04-18","-0.79","0.16","3.57","1.86","5.43"
"2022-04-19","-0.79","0.13","3.57","1.70","5.27"
"2022-04-20","-0.74","0.16","3.67","1.84","5.51"
"2022-04-21","-0.76","0.17","3.39","1.90","5.29"
"2022-04-22","-0.84","0.17","2.53","1.86","4.39"
"2022-04-23","-0.31","0.44","14.13","4.25","18.38"
"2022-04-24","0.40","0.97","23.81","10.74","34.56"
"2022-04-25","0.12","1.12","8.52","12.87","21.39"
"2022-04-26","0.03","1.08","7.47","12.13","19.60"
"2022-04-27","-0.08","1.01","6.24","11.10","17.34"
"2022-04-28","-0.07","0.99","6.61","10.82","17.43"
"2022-04-29","0.01","1.04","7.28","11.52","18.80"
"2022-04-30","-0.10","0.99","6.62","10.80","17.41"
"2022-05-01","-0.28","0.83","5.33","8.48","13.81"
"2022-05-02","-0.35","0.76","5.20","7.56","12.76"
"2022-05-03","-0.22","0.85","6.02","8.74","14.76"
"2022-05-04","-0.17","0.89","6.15","9.43","15.57"
"2022-05-05","0.26","1.09","15.55","12.45","27.99"
"2022-05-06","0.39","1.11","18.61","12.65","31.26"
"2022-05-07","0.31","1.12","14.55","12.81","27.37"
"2022-05-08","0.39","1.13","18.84","13.04","31.88"
"2022-05-09","0.35","1.13","16.20","12.96","29.16"
"2022-05-10","0.30","1.13","13.24","13.02","26.26"
"2022-05-11","0.33","1.10","14.28","12.48","26.77"
"2022-05-12","0.36","1.05","16.72","11.65","28.37"
"2022-05-13","0.37","1.11","17.34","12.77","30.11"
"2022-05-14","0.36","1.15","16.09","13.36","29.45"
"2022-05-15","0.32","1.15","14.33","13.37","27.70"
"2022-05-16","0.35","1.16","15.58","13.59","29.17"
"2022-05-17","0.26","1.17","11.96","13.64","25.59"
"2022-05-18","0.22","1.15","11.15","13.30","24.46"
"2022-05-19","0.41","1.15","20.89","13.40","34.29"
"2022-05-20","0.38","1.16","17.77","13.63","31.40"
"2022-05-21","0.30","1.15","14.59","13.36","27.95"
"2022-05-22","0.19","1.13","11.25","12.94","24.19"
"2022-05-23","0.28","1.13","13.11","13.00","26.11"
"2022-05-24","0.19","1.11","11.22","12.67","23.89"
"2022-05-25","0.11","1.10","9.17","12.46","21.63"
"2022-05-26","-0.01","1.01","7.92","11.15","19.07"
"2022-05-27","-0.01","1.02","7.13","11.29","18.42"
"2022-05-28","-0.01","1.00","7.28","11.04","18.33"
"2022-05-29","-0.19","0.88","5.58","9.17","14.75"
"2022-05-30","-0.04","1.00","6.72","10.95","17.67"
